Thu 16 May 2024 11:26:17 AM BST
Wrote profile results to run.py.prof
         3279994 function calls (3269910 primitive calls) in 1.426 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _optimize.py:134(OptimizeResult)
        1    0.000    0.000    0.002    0.002 _optimize.py:20(<module>)
        1    0.000    0.000    0.000    0.000 _optimize.py:212(OptimizeWarning)
        1    0.000    0.000    0.000    0.000 _optimize.py:2316(Brent)
        1    0.000    0.000    0.000    0.000 _optimize.py:3718(_Brute_Wrapper)
        1    0.000    0.000    0.000    0.000 _optimize.py:553(_MaxFuncCallError)
        1    0.000    0.000    0.000    0.000 _optimize.py:57(MemoizeJac)
        1    0.000    0.000    0.000    0.000 _orthogonal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _orthogonal.py:115(orthopoly1d)
        1    0.000    0.000    0.000    0.000 _pade.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _page_trend_test.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _page_trend_test.py:409(_PageL)
        1    0.000    0.000    0.000    0.000 _page_trend_test.py:412(__init__)
        1    0.000    0.000    0.002    0.002 _pep440.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _pep440.py:117(parse)
        1    0.000    0.000    0.000    0.000 _pep440.py:129(InvalidVersion)
        1    0.000    0.000    0.000    0.000 _pep440.py:135(_BaseVersion)
        1    0.000    0.000    0.000    0.000 _pep440.py:140(__lt__)
        1    0.000    0.000    0.000    0.000 _pep440.py:141(<lambda>)
        1    0.000    0.000    0.000    0.000 _pep440.py:149(__ge__)
        1    0.000    0.000    0.000    0.000 _pep440.py:150(<lambda>)
        2    0.000    0.000    0.000    0.000 _pep440.py:158(_compare)
        1    0.000    0.000    0.000    0.000 _pep440.py:165(LegacyVersion)
        1    0.000    0.000    0.002    0.002 _pep440.py:285(Version)
        4    0.000    0.000    0.000    0.000 _pep440.py:292(__init__)
       16    0.000    0.000    0.000    0.000 _pep440.py:301(<genexpr>)
       12    0.000    0.000    0.000    0.000 _pep440.py:392(_parse_letter_version)
        4    0.000    0.000    0.000    0.000 _pep440.py:426(_parse_local_version)
        4    0.000    0.000    0.000    0.000 _pep440.py:437(_cmpkey)
        5    0.000    0.000    0.000    0.000 _pep440.py:446(<lambda>)
        1    0.000    0.000    0.000    0.000 _pep440.py:45(Infinity)
        8    0.000    0.000    0.000    0.000 _pep440.py:70(__neg__)
        1    0.000    0.000    0.000    0.000 _pep440.py:77(NegativeInfinity)
        1    0.000    0.000    0.008    0.008 _pickle.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _plotutils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _pocketfft.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _polybase.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _polybase.py:18(ABCPolyBase)
        1    0.000    0.000    0.000    0.000 _polyint.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _polyint.py:143(_Interpolator1DWithDerivatives)
        1    0.000    0.000    0.000    0.000 _polyint.py:17(_Interpolator1D)
        1    0.000    0.000    0.000    0.000 _polyint.py:222(KroghInterpolator)
        1    0.000    0.000    0.000    0.000 _polyint.py:508(BarycentricInterpolator)
        1    0.000    0.000    0.000    0.000 _pp.py:131(_Worker)
        1    0.000    0.000    0.000    0.000 _pp.py:179(_RWorker)
        1    0.000    0.000    0.000    0.000 _pp.py:233(_Statistics)
        1    0.000    0.000    0.000    0.000 _pp.py:245(Template)
        1    0.000    0.000    0.001    0.001 _pp.py:28(<module>)
        1    0.000    0.000    0.000    0.000 _pp.py:282(Server)
        1    0.000    0.000    0.000    0.000 _pp.py:73(_Task)
        1    0.000    0.000    0.000    0.000 _pp.py:857(DestroyedServerError)
        2    0.000    0.000    0.000    0.000 _procrustes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _pyio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _pyio.py:1025(BufferedReader)
        3    0.000    0.000    0.000    0.000 _pyio.py:1036(__init__)
        3    0.000    0.000    0.000    0.000 _pyio.py:1052(_reset_read_buf)
        1    0.000    0.000    0.000    0.000 _pyio.py:1219(BufferedWriter)
        2    0.000    0.000    0.000    0.000 _pyio.py:1228(__init__)
        2    0.000    0.000    0.000    0.000 _pyio.py:1277(flush)
        2    0.000    0.000    0.000    0.000 _pyio.py:1281(_flush_unlocked)
        2    0.000    0.000    0.000    0.000 _pyio.py:1308(close)
        1    0.000    0.000    0.000    0.000 _pyio.py:1324(BufferedRWPair)
        1    0.000    0.000    0.000    0.000 _pyio.py:1397(BufferedRandom)
        1    0.000    0.000    0.000    0.000 _pyio.py:1406(__init__)
        1    0.000    0.000    0.000    0.000 _pyio.py:1471(FileIO)
        4    0.000    0.000    0.000    0.000 _pyio.py:1480(__init__)
        9    0.000    0.000    0.000    0.000 _pyio.py:1514(<genexpr>)
        4    0.000    0.000    0.000    0.000 _pyio.py:1601(__del__)
        2    0.000    0.000    0.000    0.000 _pyio.py:1722(tell)
        4    0.000    0.000    0.000    0.000 _pyio.py:1742(close)
        2    0.000    0.000    0.000    0.000 _pyio.py:1755(seekable)
        3    0.000    0.000    0.000    0.000 _pyio.py:1767(readable)
        2    0.000    0.000    0.000    0.000 _pyio.py:1772(writable)
        5    0.000    0.000    0.000    0.000 _pyio.py:1777(fileno)
        4    0.000    0.000    0.000    0.000 _pyio.py:1782(isatty)
        1    0.000    0.000    0.000    0.000 _pyio.py:1814(TextIOBase)
        1    0.000    0.000    0.000    0.000 _pyio.py:1881(IncrementalNewlineDecoder)
        1    0.000    0.000    0.000    0.000 _pyio.py:1966(TextIOWrapper)
        1    0.000    0.000    0.000    0.000 _pyio.py:1999(__init__)
        1    0.000    0.000    0.000    0.000 _pyio.py:2039(_check_newline)
        1    0.000    0.000    0.000    0.000 _pyio.py:2045(_configure)
        8    0.000    0.000    0.000    0.000 _pyio.py:2114(buffer)
        1    0.000    0.000    0.000    0.000 _pyio.py:2167(writable)
        1    0.000    0.000    0.000    0.000 _pyio.py:2170(flush)
        1    0.000    0.000    0.000    0.000 _pyio.py:2174(close)
        2    0.000    0.000    0.000    0.000 _pyio.py:2181(closed)
        1    0.000    0.000    0.000    0.000 _pyio.py:2637(StringIO)
        1    0.000    0.000    0.000    0.000 _pyio.py:281(DocDescriptor)
        1    0.000    0.000    0.000    0.000 _pyio.py:290(OpenWrapper)
        1    0.000    0.000    0.000    0.000 _pyio.py:313(IOBase)
        7    0.000    0.000    0.000    0.000 _pyio.py:385(flush)
        4    0.000    0.000    0.000    0.000 _pyio.py:395(close)
        5    0.000    0.000    0.000    0.000 _pyio.py:406(__del__)
        4    0.000    0.000    0.000    0.000 _pyio.py:41(open)
        1    0.000    0.000    0.000    0.000 _pyio.py:441(_checkSeekable)
        1    0.000    0.000    0.000    0.000 _pyio.py:462(writable)
       48    0.000    0.000    0.000    0.000 _pyio.py:476(closed)
       25    0.000    0.000    0.000    0.000 _pyio.py:484(_checkClosed)
        1    0.000    0.000    0.000    0.000 _pyio.py:606(RawIOBase)
        1    0.000    0.000    0.000    0.000 _pyio.py:672(BufferedIOBase)
        1    0.000    0.000    0.000    0.000 _pyio.py:778(_BufferedIOMixin)
        5    0.000    0.000    0.000    0.000 _pyio.py:787(__init__)
        3    0.000    0.000    0.000    0.000 _pyio.py:818(flush)
        2    0.000    0.000    0.000    0.000 _pyio.py:823(close)
        1    0.000    0.000    0.000    0.000 _pyio.py:841(seekable)
       28    0.000    0.000    0.000    0.000 _pyio.py:844(raw)
       15    0.000    0.000    0.000    0.000 _pyio.py:848(closed)
        1    0.000    0.000    0.000    0.000 _pyio.py:875(fileno)
        1    0.000    0.000    0.000    0.000 _pyio.py:882(BytesIO)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:46(PytestTester)
       10    0.000    0.000    0.000    0.000 _pytesttester.py:76(__init__)
        1    0.000    0.000    0.000    0.000 _qap.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _qmc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _qmc.py:1024(LatinHypercube)
        1    0.000    0.000    0.000    0.000 _qmc.py:1197(__init__)
        1    0.000    0.000    0.000    0.000 _qmc.py:1231(_random)
        1    0.000    0.000    0.000    0.000 _qmc.py:1237(_random_lhs)
        1    0.000    0.000    0.000    0.000 _qmc.py:1301(Sobol)
        1    0.000    0.000    0.000    0.000 _qmc.py:1638(PoissonDisk)
        1    0.000    0.000    0.000    0.000 _qmc.py:1962(MultivariateNormalQMC)
        1    0.000    0.000    0.000    0.000 _qmc.py:2119(MultinomialQMC)
        1    0.000    0.000    0.000    0.000 _qmc.py:2212(_select_optimizer)
        1    0.000    0.000    0.000    0.000 _qmc.py:604(QMCEngine)
        1    0.000    0.000    0.000    0.000 _qmc.py:65(check_random_state)
        1    0.000    0.000    0.000    0.000 _qmc.py:706(__init__)
        1    0.000    0.000    0.000    0.000 _qmc.py:741(random)
        1    0.000    0.000    0.000    0.000 _qmc.py:884(Halton)
        1    0.000    0.000    0.000    0.000 _quad_vec.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _quad_vec.py:12(LRUDict)
        1    0.000    0.000    0.000    0.000 _quad_vec.py:29(SemiInfiniteFunc)
        1    0.000    0.000    0.000    0.000 _quad_vec.py:57(DoubleInfiniteFunc)
        1    0.000    0.000    0.000    0.000 _quad_vec.py:94(_Bunch)
        1    0.000    0.000    0.000    0.000 _quadpack_py.py:1174(_RangeFunc)
        1    0.000    0.000    0.000    0.000 _quadpack_py.py:1187(_OptFunc)
        1    0.000    0.000    0.000    0.000 _quadpack_py.py:1196(_NQuad)
        1    0.000    0.000    0.000    0.000 _quadpack_py.py:16(IntegrationWarning)
        1    0.000    0.000    0.000    0.000 _quadpack_py.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _quadrature.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _quadrature.py:142(AccuracyWarning)
        1    0.000    0.000    0.000    0.000 _quadrature.py:157(cache_decorator)
        1    0.000    0.000    0.000    0.000 _rbf.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _rbf.py:55(Rbf)
        1    0.000    0.000    0.000    0.000 _rbfinterp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _rbfinterp.py:134(RBFInterpolator)
        1    0.000    0.000    0.000    0.000 _realtransforms.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _relative_risk.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _relative_risk.py:20(RelativeRiskResult)
        1    0.000    0.000    0.001    0.001 _remove_redundancy.py:1(<module>)
        1    0.000    0.000    0.004    0.004 _resampling.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _rgi.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _rgi.py:49(RegularGridInterpolator)
        1    0.000    0.000    0.004    0.004 _root.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _root_scalar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _root_scalar.py:19(MemoizeDer)
        1    0.000    0.000    0.008    0.008 _rotation_groups.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _rotation_spline.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _rotation_spline.py:251(RotationSpline)
        1    0.000    0.000    0.000    0.000 _rvs_sampling.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _sf_error.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _sf_error.py:13(SpecialFunctionError)
        1    0.000    0.000    0.000    0.000 _sf_error.py:5(SpecialFunctionWarning)
        1    0.000    0.000    0.001    0.001 _shgo.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _shgo.py:1532(LMap)
        1    0.000    0.000    0.000    0.000 _shgo.py:1541(LMapCache)
        1    0.000    0.000    0.000    0.000 _shgo.py:453(SHGO)
        3    0.000    0.000    0.000    0.000 _shims.py:154(register_shim)
        1    0.000    0.000    0.000    0.000 _shims.py:58(Reduce)
        3    0.000    0.000    0.000    0.000 _shims.py:71(__new__)
        1    0.000    0.000    0.000    0.000 _shims.py:8(<module>)
        1    0.000    0.000    0.000    0.000 _shims.py:99(_CallableReduce)
        1    0.000    0.000    0.000    0.000 _sketches.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _slsqp_py.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _solvers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _special_matrices.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _spectral.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _spectral.py:11(_NoConvergence)
        1    0.000    0.000    0.000    0.000 _spfun_stats.py:32(<module>)
        1    0.000    0.000    0.000    0.000 _spherical_bessel.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _spherical_voronoi.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _spherical_voronoi.py:36(SphericalVoronoi)
        1    0.000    0.000    0.001    0.001 _sputils.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _stats_mstats_common.py:1(<module>)
        1    0.000    0.000    0.223    0.223 _stats_py.py:19(<module>)
        1    0.000    0.000    0.000    0.000 _stats_py.py:4155(PearsonRResult)
        1    0.000    0.000    0.000    0.000 _stats_py.py:5482(_ParallelP)
        1    0.000    0.000    0.000    0.000 _stats_py.py:6028(TtestResult)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:1(<module>)
       36    0.000    0.000    0.000    0.000 _string_helpers.py:16(english_lower)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:9(<listcomp>)
        1    0.000    0.000    0.000    0.000 _svds.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _sysconfigdata__x86_64-linux-gnu.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _testutils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _testutils.py:16(FPUModeChangeWarning)
        1    0.000    0.000    0.000    0.000 _testutils.py:21(PytestTester)
       21    0.000    0.000    0.000    0.000 _testutils.py:26(__init__)
        1    0.000    0.000    0.000    0.000 _testutils.py:76(_TestPythranFunc)
        1    0.000    0.000    0.001    0.001 _threadsafety.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _threadsafety.py:13(ReentrancyLock)
        7    0.000    0.000    0.000    0.000 _threadsafety.py:25(__init__)
        6    0.000    0.000    0.001    0.000 _threadsafety.py:41(decorate)
        6    0.000    0.000    0.000    0.000 _threadsafety.py:48(non_reentrant)
        6    0.000    0.000    0.001    0.000 _threadsafety.py:52(decorator)
        1    0.000    0.000    0.000    0.000 _threadsafety.py:9(ReentrancyError)
        1    0.000    0.000    0.000    0.000 _tnc.py:25(<module>)
        1    0.000    0.000    0.000    0.000 _trustregion.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _trustregion.py:29(BaseQuadraticSubproblem)
        1    0.000    0.000    0.000    0.000 _trustregion_dogleg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _trustregion_dogleg.py:38(DoglegSubproblem)
        1    0.000    0.000    0.000    0.000 _trustregion_exact.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _trustregion_exact.py:186(IterativeSubproblem)
        1    0.000    0.000    0.001    0.001 _trustregion_krylov.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _trustregion_ncg.py:1(<module>)
